,Text,Probability
37816,The milk was bad so Garrett bought a new carton,0.32
37817,The milk was bad so Garrett bought a new carton,0.32
37818,The milk was bad so Garrett bought a new gallon,0.32
37819,The milk was bad so Garrett bought a new gallon,0.32
37820,The milk was bad so Garrett bought a new gallon,0.32
37821,The milk was bad so Garrett bought a new gallon,0.32
37822,The milk was bad so Garrett bought a new gallon,0.32
37823,The milk was bad so Garrett bought a new gallon,0.32
37824,The milk was bad so Garrett bought a new gallon,0.32
37825,The milk was bad so Garrett bought a new gallon,0.32
37826,The milk was bad so Garrett bought a new gallon,0.32
37827,The milk was bad so Garrett bought a new gallon,0.32
37828,The milk was bad so Garrett bought a new gallon,0.32
37829,The milk was bad so Garrett bought a new gallon,0.32
37830,The milk was bad so Garrett bought a new gallon,0.32
37831,The milk was bad so Garrett bought a new gallon,0.32
37832,The milk was bad so Garrett bought a new gallon,0.32
37833,The milk was bad so Garrett bought a new gallon,0.32
37834,The milk was bad so Garrett bought a new gallon,0.32
37835,The milk was bad so Garrett bought a new gallon,0.32
37836,The milk was bad so Garrett bought a new gallon,0.32
37837,The milk was bad so Garrett bought a new gallon,0.32
37838,The milk was bad so Garrett bought a new gallon,0.32
37839,The milk was bad so Garrett bought a new jug,0.16
37840,The milk was bad so Garrett bought a new jug,0.16
37841,The milk was bad so Garrett bought a new jug,0.16
37842,The milk was bad so Garrett bought a new jug,0.16
37843,The milk was bad so Garrett bought a new jug,0.16
37844,The milk was bad so Garrett bought a new jug,0.16
37845,The milk was bad so Garrett bought a new jug,0.16
37846,The milk was bad so Garrett bought a new jug,0.16
37847,The milk was bad so Garrett bought a new jug,0.16
37848,The milk was bad so Garrett bought a new jug,0.16
37849,The milk was bad so Garrett bought a new one,0.08
37850,The milk was bad so Garrett bought a new one,0.08
37851,The milk was bad so Garrett bought a new one,0.08
37852,The milk was bad so Garrett bought a new one,0.08
37853,The milk was bad so Garrett bought a new one,0.08
37854,The milk was bad so Garrett bought a new bottle,0.05
37855,The milk was bad so Garrett bought a new bottle,0.05
37856,The milk was bad so Garrett bought a new bottle,0.05
37857,The milk was bad so Garrett bought a new container,0.04
37858,The milk was bad so Garrett bought a new container,0.04
37859,Kenneth needed a new pen after breaking the tip,0.28
37860,Kenneth needed a new pen after breaking the tip,0.28
37861,Kenneth needed a new pen after breaking the tip,0.28
37862,Kenneth needed a new pen after breaking the tip,0.28
37863,Kenneth needed a new pen after breaking the tip,0.28
37864,Kenneth needed a new pen after breaking the tip,0.28
37865,Kenneth needed a new pen after breaking the tip,0.28
37866,Kenneth needed a new pen after breaking the tip,0.28
37867,Kenneth needed a new pen after breaking the tip,0.28
37868,Kenneth needed a new pen after breaking the tip,0.28
37869,Kenneth needed a new pen after breaking the tip,0.28
37870,Kenneth needed a new pen after breaking the tip,0.28
37871,Kenneth needed a new pen after breaking the tip,0.28
37872,Kenneth needed a new pen after breaking the tip,0.28
37873,Kenneth needed a new pen after breaking the tip,0.28
37874,Kenneth needed a new pen after breaking the tip,0.28
37875,Kenneth needed a new pen after breaking the tip,0.28
37876,Kenneth needed a new pen after breaking the tip,0.28
37877,Kenneth needed a new pen after breaking the tip,0.28
37878,Kenneth needed a new pen after breaking the other,0.2
37879,Kenneth needed a new pen after breaking the other,0.2
37880,Kenneth needed a new pen after breaking the other,0.2
37881,Kenneth needed a new pen after breaking the other,0.2
37882,Kenneth needed a new pen after breaking the other,0.2
37883,Kenneth needed a new pen after breaking the other,0.2
37884,Kenneth needed a new pen after breaking the other,0.2
37885,Kenneth needed a new pen after breaking the other,0.2
37886,Kenneth needed a new pen after breaking the other,0.2
37887,Kenneth needed a new pen after breaking the other,0.2
37888,Kenneth needed a new pen after breaking the other,0.2
37889,Kenneth needed a new pen after breaking the other,0.2
37890,Kenneth needed a new pen after breaking the other,0.2
37891,Kenneth needed a new pen after breaking the pencil,0.08
37892,Kenneth needed a new pen after breaking the pencil,0.08
37893,Kenneth needed a new pen after breaking the pencil,0.08
37894,Kenneth needed a new pen after breaking the pencil,0.08
37895,Kenneth needed a new pen after breaking the pencil,0.08
37896,Kenneth needed a new pen after breaking the old,0.08
37897,Kenneth needed a new pen after breaking the old,0.08
37898,Kenneth needed a new pen after breaking the old,0.08
37899,Kenneth needed a new pen after breaking the old,0.08
37900,Kenneth needed a new pen after breaking the old,0.08
37901,Kenneth needed a new pen after breaking the point,0.07
37902,Kenneth needed a new pen after breaking the point,0.07
37903,Kenneth needed a new pen after breaking the point,0.07
37904,Kenneth needed a new pen after breaking the point,0.07
37905,Kenneth needed a new pen after breaking the last,0.06
37906,Kenneth needed a new pen after breaking the last,0.06
37907,Kenneth needed a new pen after breaking the last,0.06
37908,Kenneth needed a new pen after breaking the last,0.06
37909,Kenneth needed a new pen after breaking the first,0.04
37910,Kenneth needed a new pen after breaking the first,0.04
37911,Kenneth needed a new pen after breaking the cap,0.03
37912,Kenneth needed a new pen after breaking the cap,0.03
37913,Kenneth needed a new pen after breaking the previous,0.03
37914,Kenneth needed a new pen after breaking the previous,0.03
37915,Kenneth needed a new pen after breaking the nib,0.03
37916,Kenneth needed a new pen after breaking the nib,0.03
37917,Kenneth needed a new pen after breaking the pen,0.02
37918,Kenneth needed a new pen after breaking the clicker,0.02
37919,Kenneth needed a new pen after breaking the handle,0.02
37920,Sandra was cast in the school production as the lead,0.49
37921,Sandra was cast in the school production as the lead,0.49
37922,Sandra was cast in the school production as the lead,0.49
37923,Sandra was cast in the school production as the lead,0.49
37924,Sandra was cast in the school production as the lead,0.49
37925,Sandra was cast in the school production as the lead,0.49
37926,Sandra was cast in the school production as the lead,0.49
37927,Sandra was cast in the school production as the lead,0.49
37928,Sandra was cast in the school production as the lead,0.49
37929,Sandra was cast in the school production as the lead,0.49
37930,Sandra was cast in the school production as the lead,0.49
37931,Sandra was cast in the school production as the lead,0.49
37932,Sandra was cast in the school production as the lead,0.49
37933,Sandra was cast in the school production as the lead,0.49
37934,Sandra was cast in the school production as the lead,0.49
37935,Sandra was cast in the school production as the lead,0.49
37936,Sandra was cast in the school production as the lead,0.49
37937,Sandra was cast in the school production as the lead,0.49
37938,Sandra was cast in the school production as the lead,0.49
37939,Sandra was cast in the school production as the lead,0.49
37940,Sandra was cast in the school production as the lead,0.49
37941,Sandra was cast in the school production as the lead,0.49
37942,Sandra was cast in the school production as the lead,0.49
37943,Sandra was cast in the school production as the lead,0.49
37944,Sandra was cast in the school production as the lead,0.49
37945,Sandra was cast in the school production as the lead,0.49
37946,Sandra was cast in the school production as the lead,0.49
37947,Sandra was cast in the school production as the lead,0.49
37948,Sandra was cast in the school production as the lead,0.49
37949,Sandra was cast in the school production as the lead,0.49
37950,Sandra was cast in the school production as the lead,0.49
37951,Sandra was cast in the school production as the lead,0.49
37952,Sandra was cast in the school production as the lead,0.49
37953,Sandra was cast in the school production as the witch,0.12
37954,Sandra was cast in the school production as the witch,0.12
37955,Sandra was cast in the school production as the witch,0.12
37956,Sandra was cast in the school production as the witch,0.12
37957,Sandra was cast in the school production as the witch,0.12
37958,Sandra was cast in the school production as the witch,0.12
37959,Sandra was cast in the school production as the witch,0.12
37960,Sandra was cast in the school production as the witch,0.12
37961,Sandra was cast in the school production as the princess,0.08
37962,Sandra was cast in the school production as the princess,0.08
37963,Sandra was cast in the school production as the princess,0.08
37964,Sandra was cast in the school production as the princess,0.08
37965,Sandra was cast in the school production as the princess,0.08
37966,Sandra was cast in the school production as the queen,0.05
37967,Sandra was cast in the school production as the queen,0.05
37968,Sandra was cast in the school production as the queen,0.05
37969,Sandra was cast in the school production as the star,0.04
37970,Sandra was cast in the school production as the star,0.04
37971,Sandra was cast in the school production as the tree,0.04
37972,Sandra was cast in the school production as the tree,0.04
37973,Sandra was cast in the school production as the villain,0.04
37974,Sandra was cast in the school production as the villain,0.04
37975,Sandra was cast in the school production as the fairy,0.03
37976,Sandra was cast in the school production as the fairy,0.03
37977,Sandra was cast in the school production as the wizard,0.02
37978,The group of friends would often laugh,0.12
37979,The group of friends would often laugh,0.12
